         488811 function calls (488683 primitive calls) in 31.057 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      112    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:107(remove)
     1444    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:130(_boundary_inside)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:844(exec_module)
      222    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:131(__setattr__)
      225    0.000    0.000    0.001    0.000 {method 'remove' of 'set' objects}
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:13(__init__)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:779(_construct_doc)
        2    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/_lib/doccer.py:13(docformat)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
      102    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:186(__format__)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/__init__.py:1(<module>)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/linalg/blas.py:384(getter)
      101    0.001    0.000    0.001    0.000 {built-in method now}
      306    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      112    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:82(add)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:60(merge_variables)
      111    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py:47(__new__)
      111    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/linalg/lapack.py:1014(_check_work_float)
      202    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1266(close)
      112    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/functools.py:392(__get__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:901(_find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1406(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1374(_get_spec)
      333    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      111    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/shape_base.py:81(atleast_2d)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:916(get_code)
      112    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:124(__eq__)
      225    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      112    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/_monitor.py:94(report)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1505(find_spec)
      102    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:153(__init__)
      111    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:41(bounds)
        1    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:493(sf)
        1    0.000    0.000    0.000    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:2123(sf)
