         601479 function calls (594125 primitive calls) in 0.549 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/internals/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/scipy/fft/_basic.py:1(<module>)
     1279    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/computation/eval.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/ops/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/dask/array/chunk_types.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/dask/highlevelgraph.py:1(<module>)
      808    0.002    0.000    0.004    0.000 /usr/lib/python3.9/inspect.py:2781(__init__)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/algorithms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/arrays/masked.py:1(<module>)
  863/862    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x8da7c0}
      557    0.001    0.000    0.003    0.000 /usr/lib/python3.9/typing.py:137(_type_check)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/xarray/plot/facetgrid.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/excel/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/arrays/string_.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/dask/multiprocessing.py:1(<module>)
     8586    0.003    0.000    0.003    0.000 {method 'join' of 'str' objects}
       69    0.000    0.000    0.003    0.000 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:461(entry_points)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1(<module>)
     2562    0.001    0.000    0.003    0.000 /usr/lib/python3.9/enum.py:358(__call__)
     1140    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/nputils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3/dist-packages/yaml/resolver.py:2(<module>)
        2    0.000    0.000    0.003    0.002 /home/zyp/.local/lib/python3.9/site-packages/pandas/compat/_optional.py:81(import_optional_dependency)
7398/7384    0.002    0.000    0.003    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/xarray/plot/utils.py:1(<module>)
     1021    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/packaging/version.py:4(<module>)
      299    0.001    0.000    0.003    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:704(ignore_warning)
      617    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
        1    0.000    0.000    0.003    0.003 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/ops/array_ops.py:1(<module>)
